experiment_id,experiment_type,model_alpha,model_beta,model_alpha_short,model_beta_short,model_order,rho,theta,n_issues,consensus,final_round,exploitation,alpha_util,beta_util,social_welfare,util_ratio,token_budget,model_pair,adversary_model,adversary_short,adversary_elo
98,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.25,5,True,1,True,0.855482707340847,0.9902600070461193,1.8457427143869662,0.8638970586045334,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
99,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9364106737371045,0.9475427828282921,1.8839534565653966,0.9882516026791321,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
100,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.7239790105526291,0.9597297973793992,1.6837088079320284,0.7543571248173163,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
101,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9684819705858824,0.7875919119153798,1.756073882501262,1.2296748556375954,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
102,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.5,5,True,3,True,0.7547055592717574,0.7868652937445819,1.5415708530163394,0.959129301128811,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
103,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.5,5,True,1,True,0.9666025716283129,0.8109727451609638,1.7775753167892767,1.1919051255371833,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
104,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.5,5,True,1,False,0.8934677205544554,0.9618736947057468,1.8553414152602024,0.92888258143683,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
105,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9653051374654191,0.9081176249537122,1.8734227624191313,1.0629736841795376,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
106,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.5,5,True,3,True,0.6994262162966234,0.7798694723429964,1.4792956886396198,0.8968503590675324,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
107,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9649384249177948,0.9255777574624815,1.8905161823802763,1.042525511377048,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
108,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.75,5,True,1,True,0.7890914952461098,0.967400230829187,1.7564917260752968,0.8156825583654826,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
109,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.75,5,True,10,True,0.3684537362576481,0.2666143695360389,0.635068105793687,1.3819725354594714,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
110,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,0.75,5,True,1,True,0.9709657098929619,0.8161076487873954,1.7870733586803573,1.1897520031035864,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
111,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.9590735832788295,0.688210898468886,1.6472844817477155,1.393575116890116,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
112,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.75,5,True,2,True,0.8085029489057063,0.8513755396185945,1.6598784885243008,0.9496431495646509,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
113,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.9732594754290866,0.5486964133297174,1.521955888758804,1.7737667894035327,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
114,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,1.0,5,True,1,False,0.965330708597978,0.7358105827424932,1.701141291340471,1.3119282750732173,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
115,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,1.0,5,True,1,True,0.967342699122206,0.7262929327788391,1.6936356319010453,1.3318905574656998,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
116,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,0.5,1.0,5,True,1,True,0.9754470385348932,0.7511158986959441,1.7265629372308373,1.2986638150362992,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
117,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,1.0,5,True,3,True,0.789898353189092,0.6391952040213977,1.4290935572104897,1.2357701500567724,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
118,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.978343257498113,0.6731102715510123,1.6514535290491255,1.4534665401016218,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
119,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9733342388961719,0.7691400126065926,1.7424742515027645,1.265483816915949,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
120,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.0,5,True,1,False,0.9749991029380357,0.9280700627117664,1.9030691656498022,1.0505662687676245,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
121,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.0,5,True,1,False,0.9850670961877832,0.9838508927330127,1.968917988920796,1.0012361664391969,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
122,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.0,5,True,1,True,0.9765327117978192,0.9844664970246298,1.960999208822449,0.9919410307503719,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
123,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.937784351112929,0.9414684536520022,1.8792528047649313,0.9960868550350441,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
124,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.0,5,True,1,False,0.9786247312378652,0.9546366108413517,1.9332613420792168,1.0251280121923798,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
125,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9723020121117,0.9443316314957179,1.9166336436074178,1.0296192351109537,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
126,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.25,5,True,1,True,0.9766324443025429,0.9706817728556095,1.9473142171581523,1.006130404024614,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
127,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.25,5,True,1,True,0.9334897871712093,0.9465067381843373,1.8799965253555466,0.9862473762858803,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
128,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.25,5,True,1,False,0.9855094519996056,0.9902352611922102,1.9757447131918158,0.995227589465038,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
129,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9797025434039972,0.9836516132958445,1.9633541566998418,0.9959852961775608,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
130,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9834550645984597,0.9794514206644274,1.962906485262887,1.0040876391105915,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
131,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9809315504944681,0.991575084190348,1.9725066346848161,0.9892660335403943,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
132,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.5,5,True,1,True,0.9602167279997668,0.9406071460016064,1.9008238740013732,1.020847791856056,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
133,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.5,5,True,1,True,0.9745404997025937,0.9526661924276145,1.9272066921302082,1.0229611457285352,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
134,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.5,5,True,1,True,0.9753835451979943,0.9680605885109022,1.9434441337088963,1.007564564422932,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
135,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9463494690084165,0.9575227738875066,1.9038722428959232,0.9883310296279149,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
136,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.5,5,True,1,False,0.9664258962622112,0.9849682731270764,1.9513941693892876,0.9811746455487375,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
137,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9862741875212019,0.974577467871788,1.96085165539299,1.0120018367292611,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
138,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.75,5,True,1,True,0.9738117428703392,0.981246208996076,1.955057951866415,0.992423444740395,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
139,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.75,5,True,1,False,0.9431520841385896,0.9531151972596503,1.89626728139824,0.9895467901994364,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
140,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,0.75,5,True,1,True,0.9554886836373214,0.962083256007139,1.9175719396444604,0.9931455283847404,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
141,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.75,5,True,1,True,0.9822249499892809,0.9769899136715885,1.9592148636608693,1.005358331999579,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
142,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.75,5,True,1,False,0.983912511912298,0.9882079790119935,1.9721204909242915,0.9956532762425273,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
143,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,0.75,5,True,1,True,0.9539707370075794,0.9679317693265654,1.9219025063341448,0.9855764292882965,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
144,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,1.0,5,True,1,True,0.9626127022905366,0.962612701243282,1.9252254035338185,1.0000000010879293,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
145,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,1.0,5,True,1,True,0.9768619677510247,0.9768619670378391,1.9537239347888637,1.0000000007300782,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
146,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,weak_first,1.0,1.0,5,True,1,True,0.9099810549160737,0.9099810542690077,1.8199621091850813,1.0000000007110763,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
147,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9624507028815518,0.9624507019853774,1.924901404866929,1.0000000009311378,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
148,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9445344081850912,0.9445344090909767,1.889068817276068,0.9999999990409184,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
149,model_scale,gpt-5-nano,gpt-5-nano,GPT-5-nano,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9643123549179059,0.9643123540249179,1.9286247089428237,1.0000000009260361,,GPT-5-nano vs GPT-5-nano,gpt-5-nano,GPT-5-nano,1338
150,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.0,5,True,10,True,0.37316373118166496,0.1542611941342452,0.5274249253159101,2.4190382634852465,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
151,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
152,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.0,5,True,7,True,0.1804578123320466,0.5208731492112582,0.7013309615433048,0.3464525146003556,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
153,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
154,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.0,5,True,10,True,0.3693557135697508,0.2659640133884953,0.635319726958246,1.3887431944795876,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
155,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
156,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.25,5,True,9,True,0.2584370060171123,0.39017996452414716,0.6486169705412594,0.6623533484921375,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
157,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
158,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
159,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.25,5,True,10,True,0.36601076642446545,0.09165560465656196,0.4576663710810274,3.9933266252066715,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
160,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.25,5,True,3,True,0.7983867235375389,0.3546053506760008,1.1529920742135398,2.251479629440269,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
161,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
162,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.5,5,True,6,True,0.5780888385901619,0.2992598936227482,0.8773487322129101,1.931728410352608,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
163,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
164,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
165,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
166,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.5,5,True,4,True,0.68939269535245,0.5284724945205951,1.217865189873045,1.3045006173459113,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
167,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
168,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.75,5,True,10,True,0.20006978798023528,0.37984375148522054,0.5799135394654558,0.5267160173043411,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
169,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.75,5,True,10,True,0.2239398916378923,0.37548783495767785,0.5994277265955701,0.5963971952996376,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
170,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
171,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.75,5,True,10,True,0.37493001830476036,0.1886342832868424,0.5635643015916028,1.987602739925232,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
172,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
173,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
174,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
175,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,1.0,5,True,10,True,0.22810595922704763,0.3274558039080496,0.5555617631350973,0.6966007519326191,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
176,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-1.0,1.0,5,True,10,True,0.17493935292545726,0.3776588923889148,0.5525982453143721,0.4632205316783695,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
177,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
178,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
179,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-1.0,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
180,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
181,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.0,5,True,2,True,0.2646306269093791,0.83857788231632,1.1032085092256991,0.3155707209668067,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
182,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
183,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
184,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
185,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
186,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
187,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
188,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.25,5,True,8,True,0.3604148905656968,0.37306126752228724,0.733476158087984,0.966101072243221,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
189,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.25,5,True,10,True,0.2554991675707855,0.1227838327255375,0.378283000296323,2.08088607351027,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
190,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.25,5,True,1,False,0.9189064055194169,0.5080556050493202,1.426962010568737,1.808672901916342,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
191,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.25,5,True,10,True,0.3721132590724361,0.17517773525766342,0.5472909943300995,2.124204074936272,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
192,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.5,5,True,6,True,0.3186590083430836,0.5704778517570739,0.8891368601001575,0.5585826116852962,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
193,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
194,model_scale,gpt-5-nano,gpt-3.5-turbo-0125,GPT-5-nano,GPT-3.5,weak_first,-0.5,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
195,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.5,5,True,10,True,0.37878406724161817,0.24775759999184144,0.6265416672334596,1.5288494369258154,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
196,model_scale,gpt-3.5-turbo-0125,gpt-5-nano,GPT-3.5,GPT-5-nano,strong_first,-0.5,0.5,5,True,8,True,0.41856865140100735,0.3674512942326312,0.7860199456336385,1.1391132864972686,,GPT-5-nano vs GPT-3.5,gpt-3.5-turbo-0125,GPT-3.5,1105
